Date,Open,High,Low,Close,Adj Close,Volume
2011-06-30,43.345001,43.764999,43.200001,43.705002,37.699654,3861600
2011-07-01,43.660000,44.305000,43.575001,44.235001,38.156830,4042400
2011-07-05,44.290001,44.340000,43.820000,43.990002,37.945503,4290600
2011-07-06,43.845001,44.209999,43.830002,44.209999,38.135269,4055400
2011-07-07,44.430000,44.514999,44.275002,44.389999,38.290539,3319000
2011-07-08,44.169998,44.375000,43.915001,44.209999,38.135269,3548800
2011-07-11,43.935001,44.334999,43.869999,44.150002,38.083523,4276000
2011-07-12,44.244999,44.439999,43.924999,43.974998,37.932556,4624800
2011-07-13,44.174999,44.375000,43.869999,43.950001,37.910988,2664200
2011-07-14,43.939999,44.014999,43.450001,43.540001,37.557327,5098200
2011-07-15,43.505001,44.549999,43.334999,44.505001,38.389729,8058600
2011-07-18,44.224998,44.445000,43.810001,43.994999,37.949810,4148000
2011-07-19,44.115002,44.400002,43.939999,44.259998,38.178391,3779800
2011-07-20,44.235001,44.455002,44.130001,44.279999,38.195641,2769600
2011-07-21,44.505001,44.715000,44.285000,44.500000,38.385426,3847000
2011-07-22,44.139999,44.209999,43.724998,43.810001,38.038120,3446000
2011-07-25,43.474998,43.660000,43.355000,43.389999,37.673450,3677600
2011-07-26,43.389999,43.750000,43.345001,43.445000,37.721207,2804200
2011-07-27,43.195000,43.410000,42.709999,42.744999,37.113430,5197000
2011-07-28,42.540001,43.165001,42.320000,42.439999,36.848621,5712800
2011-07-29,42.340000,42.650002,42.169998,42.189999,36.631550,4304800
2011-08-01,42.485001,42.525002,41.485001,42.009998,36.475262,4906200
2011-08-02,41.915001,42.650002,41.884998,42.389999,36.805214,7853600
2011-08-03,42.230000,42.290001,41.820000,42.160000,36.605507,6139000
2011-08-04,41.750000,42.439999,41.215000,41.290001,35.850128,9213200
2011-08-05,41.654999,42.415001,40.935001,42.075001,36.531708,9120800
2011-08-08,41.389999,42.410000,41.255001,41.400002,35.945633,12356800
2011-08-09,41.715000,41.740002,39.310001,41.650002,36.162689,14092800
2011-08-10,41.095001,41.494999,39.990002,40.090000,34.808228,10443600
2011-08-11,40.474998,42.570000,40.279999,42.084999,36.540394,11204600
2011-08-12,42.270000,42.930000,42.160000,42.669998,37.048309,5925000
2011-08-15,42.945000,43.130001,42.544998,43.130001,37.447708,5299200
2011-08-16,42.825001,43.430000,42.720001,43.110001,37.430351,4065200
2011-08-17,43.250000,43.540001,42.744999,43.154999,37.469406,3630000
2011-08-18,42.490002,42.939999,41.764999,42.520000,36.918079,7562200
2011-08-19,42.150002,42.930000,42.029999,42.494999,36.896366,8272200
2011-08-22,43.029999,43.095001,42.404999,42.599998,36.987534,4744600
2011-08-23,42.610001,43.505001,42.575001,43.505001,37.773308,4991400
2011-08-24,43.455002,43.740002,43.169998,43.650002,37.899193,6631600
2011-08-25,43.855000,44.049999,43.279999,43.424999,37.703835,5548800
2011-08-26,43.310001,44.009998,42.520000,43.919998,38.133625,4417400
2011-08-29,44.209999,44.900002,44.139999,44.884998,38.971481,4597800
2011-08-30,44.889999,45.450001,44.500000,45.320000,39.349178,4772000
2011-08-31,45.325001,45.494999,44.820000,44.985001,39.058319,6008400
2011-09-01,45.000000,45.404999,44.805000,44.950001,39.027927,4504600
2011-09-02,44.674999,44.825001,44.244999,44.259998,38.428837,4411400
2011-09-06,43.459999,44.575001,43.459999,44.494999,38.632866,6368800
