Date,Open,High,Low,Close,Adj Close,Volume
2011-06-30,101.790001,102.940002,101.279999,102.839996,80.630295,7697700
2011-07-01,102.709999,104.190002,102.010002,104.089996,81.610352,6579700
2011-07-05,104.110001,105.760002,104.110001,105.120003,82.417900,7392200
2011-07-06,104.820000,105.239998,104.570000,105.080002,82.386543,6196300
2011-07-07,106.080002,106.919998,105.800003,106.589996,83.570450,7878100
2011-07-08,105.449997,106.000000,105.070000,105.889999,83.021614,6334900
2011-07-11,104.430000,104.639999,103.750000,104.410004,81.861259,6975400
2011-07-12,103.989998,105.949997,103.989998,104.389999,81.845551,9158300
2011-07-13,104.739998,106.610001,104.720001,105.089996,82.394379,6871100
2011-07-14,105.699997,106.470001,104.570000,104.669998,82.065086,7279600
2011-07-15,105.680000,106.300003,105.139999,106.190002,83.256821,10160500
2011-07-18,105.580002,106.500000,105.110001,106.230003,83.288185,6951000
2011-07-19,106.489998,107.800003,106.489998,107.480003,84.268227,6987600
2011-07-20,107.510002,107.650002,106.879997,107.099998,83.970284,5044900
2011-07-21,107.879997,109.750000,107.760002,109.430000,85.797112,8319200
2011-07-22,109.389999,109.660004,108.820000,108.970001,85.436432,5413700
2011-07-25,107.550003,109.000000,107.459999,108.099998,84.754326,6284400
2011-07-26,107.910004,108.470001,107.339996,107.570000,84.338791,4864800
2011-07-27,106.970001,107.000000,105.470001,105.629997,82.817772,7412700
2011-07-28,105.150002,105.849998,104.430000,105.029999,82.347359,6655300
2011-07-29,103.720001,105.230003,103.070000,104.019997,81.555458,9697600
2011-08-01,106.080002,106.129997,103.919998,105.379997,82.621765,9309400
2011-08-02,104.720001,105.699997,103.430000,103.449997,81.108566,10396300
2011-08-03,103.529999,103.739998,100.870003,102.760002,80.567589,12027400
2011-08-04,100.779999,100.980003,96.510002,96.839996,75.926079,20541200
2011-08-05,98.029999,99.339996,93.820000,97.610001,76.529778,17596200
2011-08-08,94.279999,95.790001,89.750000,90.250000,70.759277,23079600
2011-08-09,91.599998,93.709999,87.300003,93.400002,73.228996,21012700
2011-08-10,92.709999,93.849998,89.739998,90.570000,71.010178,18069500
2011-08-11,92.070000,95.139999,90.779999,94.070000,73.754303,30717300
2011-08-12,95.639999,97.050003,94.919998,95.860001,75.157722,13364100
2011-08-15,97.000000,99.230003,96.790001,99.099998,77.698006,11857000
2011-08-16,97.989998,99.279999,97.150002,98.139999,76.945328,9842900
2011-08-17,98.410004,99.089996,97.110001,97.680000,77.198235,8594800
2011-08-18,95.139999,95.379997,91.750000,93.239998,73.689209,15083800
2011-08-19,92.089996,95.360001,92.080002,93.290001,73.728752,13452700
2011-08-22,96.550003,96.550003,92.949997,93.300003,73.736656,10071000
2011-08-23,93.919998,97.379997,93.459999,97.330002,76.921616,12301000
2011-08-24,96.830002,97.760002,96.070000,97.589996,77.127113,7642500
2011-08-25,98.050003,98.519997,95.290001,95.959999,75.838882,9812400
2011-08-26,94.680000,97.349998,93.360001,96.849998,76.542259,9216600
2011-08-29,98.279999,98.760002,96.580002,98.739998,78.035980,9724900
2011-08-30,97.970001,98.980003,96.739998,98.400002,77.767281,9202500
2011-08-31,98.849998,99.720001,98.080002,98.839996,78.114998,11242000
2011-09-01,99.010002,100.480003,98.500000,98.519997,77.862099,10121400
2011-09-02,96.309998,97.059998,95.070000,96.410004,76.194519,8976700
2011-09-06,93.580002,95.800003,92.750000,95.610001,75.562263,10276800
2011-09-07,98.269997,99.440002,97.860001,99.290001,78.470650,10572800
2011-09-08,98.889999,100.580002,98.000000,98.410004,77.775162,9603600
2011-09-09,97.010002,97.389999,94.779999,95.190002,75.230347,13346600
2011-09-12,93.940002,95.930000,93.160004,95.910004,75.799377,13616300
2011-09-13,96.760002,96.839996,94.629997,95.930000,75.815178,11453800
2011-09-14,96.309998,99.000000,95.150002,97.309998,76.905800,11325600
2011-09-15,98.720001,99.500000,98.059998,99.260002,78.446945,9241200
2011-09-16,100.000000,100.160004,98.290001,99.629997,78.739349,13862000
2011-09-19,97.190002,99.339996,96.599998,98.709999,78.012260,8522500
2011-09-20,99.279999,99.739998,97.739998,97.790001,77.285172,8660500
2011-09-21,97.209999,97.779999,94.139999,94.269997,74.503250,9267200
2011-09-22,90.910004,91.510002,88.589996,90.169998,71.262939,16685800
2011-09-23,90.129997,90.839996,88.559998,90.010002,71.136497,12228200
2011-09-26,90.650002,91.650002,88.760002,91.489998,72.306168,11899200
2011-09-27,94.160004,95.349998,93.050003,93.540001,73.926315,11079800
2011-09-28,93.989998,95.330002,91.540001,91.739998,72.503746,10338300
2011-09-29,94.190002,94.480003,92.320000,94.389999,74.598083,10104100
2011-09-30,92.959999,94.800003,92.519997,92.589996,73.175514,11918800
2011-10-03,91.930000,92.769997,89.849998,89.879997,71.033752,11384300
2011-10-04,88.720001,91.839996,86.680000,91.480003,72.298271,15398100
2011-10-05,92.139999,94.739998,91.029999,94.660004,74.811485,13057500
2011-10-06,93.379997,94.809998,92.720001,94.610001,74.771973,10169500
2011-10-07,95.669998,95.730003,93.660004,94.400002,74.605988,10534600
2011-10-10,96.129997,98.239998,96.089996,98.199997,77.609200,7490300
2011-10-11,97.209999,98.639999,97.150002,97.599998,77.134995,7613500
2011-10-12,98.110001,98.750000,96.690002,97.779999,77.277260,8868800
2011-10-13,96.620003,98.099998,96.250000,97.790001,77.285172,6507900
2011-10-14,98.970001,100.559998,98.849998,100.470001,79.403214,7365100
2011-10-17,99.910004,100.250000,98.400002,98.610001,77.933235,6576400
2011-10-18,99.029999,104.150002,97.970001,102.949997,81.363205,12165700
2011-10-19,102.690002,104.080002,101.709999,102.239998,80.802094,8651800
2011-10-20,102.680000,103.660004,101.720001,103.389999,81.710953,8710100
2011-10-21,104.500000,105.839996,104.209999,105.529999,83.402214,10884100
2011-10-24,105.500000,106.870003,105.269997,106.269997,83.987045,7911500
2011-10-25,106.620003,106.910004,104.330002,104.500000,82.588181,8452200
2011-10-26,106.080002,106.839996,104.459999,106.769997,84.382217,9959400
2011-10-27,107.839996,110.010002,107.620003,108.970001,86.120934,14393600
2011-10-28,108.849998,109.989998,107.260002,109.639999,86.650444,10341300
2011-10-31,107.720001,108.000000,105.050003,105.050003,83.022888,11457800
2011-11-01,101.470001,103.680000,100.790001,102.080002,80.675621,15213300
2011-11-02,103.959999,104.930000,103.139999,104.540001,82.619812,8393400
2011-11-03,105.839996,106.349998,104.699997,106.129997,83.876404,9276200
2011-11-04,105.750000,106.599998,104.480003,106.430000,84.113495,8402700
2011-11-07,106.650002,108.529999,105.540001,107.720001,85.133018,7821800
2011-11-08,108.269997,109.000000,106.500000,108.860001,86.033981,7761400
2011-11-09,105.800003,106.489998,103.879997,104.279999,82.414345,12062000
2011-11-10,105.320000,106.010002,103.500000,105.500000,83.378525,10025200
2011-11-11,106.690002,107.519997,106.610001,107.050003,84.603500,6352600
2011-11-14,106.199997,106.739998,105.379997,106.169998,83.908020,5531200
2011-11-15,106.230003,107.330002,102.580002,103.269997,81.616104,24328000
2011-11-16,102.510002,103.419998,100.739998,101.050003,80.492958,12581000
2011-11-17,100.750000,102.129997,98.750000,100.080002,79.720299,11794300
2011-11-18,100.519997,101.500000,97.519997,97.879997,77.967819,13668700
2011-11-21,96.919998,96.940002,94.449997,95.660004,76.199455,15021100
2011-11-22,95.680000,97.250000,95.000000,96.419998,76.804832,8939500
2011-11-23,95.419998,95.580002,93.750000,93.750000,74.678017,11665200
2011-11-25,94.029999,94.449997,92.290001,92.290001,73.515045,5257300
2011-11-28,96.029999,96.349998,95.000000,95.769997,76.287094,8403100
2011-11-29,95.959999,98.050003,95.750000,97.389999,77.577515,8845100
2011-11-30,100.500000,102.820000,100.110001,102.820000,81.902863,13373200
2011-12-01,102.820000,103.000000,100.959999,101.830002,81.114258,7007200
2011-12-02,103.040001,103.190002,101.500000,101.690002,81.002769,6638100
2011-12-05,103.580002,104.000000,102.040001,102.820000,81.902863,6121800
2011-12-06,103.099998,104.730003,102.839996,104.360001,83.129585,7445000
2011-12-07,104.220001,105.739998,103.970001,104.519997,83.257027,10323300
2011-12-08,104.000000,104.800003,101.949997,102.250000,81.448822,7720100
2011-12-09,102.739998,104.500000,102.709999,104.250000,83.041939,6624100
2011-12-12,104.019997,104.230003,101.500000,103.070000,82.102028,7595800
2011-12-13,104.220001,105.889999,103.099998,103.620003,82.540123,8990000
2011-12-14,102.750000,104.019997,99.510002,100.529999,80.078728,15512100
2011-12-15,101.230003,101.599998,99.320000,99.669998,79.393684,9667000
2011-12-16,100.320000,100.860001,99.589996,100.860001,80.341621,14709700
2011-12-19,101.160004,101.330002,99.500000,99.720001,79.433517,5977400
2011-12-20,101.940002,103.849998,101.779999,103.669998,82.579926,7278600
